name,top_category,sub_category
snack pota bee seaweed 35gr (40pcs),Makanan Ringan,Snack
sosro celup 30's dus (isi 100),Teh Kemasan,Teh Celup
dancow coklat rtg 39gr r16,Minuman Sachet,Susu
sk liq perfume 50ml jumbo r4,Sabun Cuci Pakaian,Deterjen
wafer apilo 2in1 chocolate vanila cream 350gr (6klng),Makanan Ringan,Wafer
snack optimus stick nasi goreng (10slopx10pcs),Makanan Ringan,Snack
rexona men ice cool 9gr k12,Perawatan Tubuh,Lotion
teh kotak ultra 200ml k24,Minuman Dalam Kemasan,Teh
rapika biang gold ktk 22 ml,PKRT,Pengharum
carnation 370g,SKM,Susu Kental
mama lemon jeruk nipis 800ml,Sabun Cuci Piring,Antiseptik
ns nutritea lemon 14gr b18,Minuman Sachet,Minuman Segar
sarimi ayam bawang,Makanan Instant,Mie Instant
sukro oven bawang 24gr,Makanan Ringan,Kacang-Kacangan
masako ayam 11gr b6,Bahan Masakan,Kaldu & Penyedap
downy 1500-,Sabun Cuci Pakaian,Pengharum
fugu lobster 30gr k5,Makanan Ringan,Snack
nuvo soap nature protect 76g,Sabun Mandi,Antiseptik
antaka jagung manis 100gr,Bahan Masakan,Kaldu & Penyedap
kue sirup 2,Makanan Ringan,Kue
sasa 1/4,Bahan Masakan,Kaldu & Penyedap
pilus 1000 mie goreng bal 3x20x22g,Makanan Ringan,Kacang-Kacangan
quavit 1500ml,Air Minum Dalam Kemasan,Botol
abc sambal asli 335ml k24,Bahan Masakan,Aneka Sambal
so tango vnl 38gr,Makanan Ringan,Wafer
mie burung dara,Makanan Instant,Mie Kering
kispray bluis 7ml r6,PKRT,Pengharum
aqua btl 600ml,Air Minum Dalam Kemasan,Botol
mp xxl34 k34,Perawatan Bayi,Popok
pia100 pandan 150gr @7,Makanan Ringan,Kue Kering
bango kecap 220ml,Bahan Masakan,Aneka Kecap
inaco nata decoco cup mangga 200gr (24cup),Makanan Ringan,Sari Kelapa
migelas kari ayam 28gr,Makanan Instant,Mie Instant
nyam nyam moo milky 28gr k12,Makanan Ringan,Biskuit
jasjus melon 8gr k10,Minuman Sachet,Minuman Segar
sunkist pineapple 200ml,Minuman Dalam Kemasan,Minuman Segar
sponge stroberi 120gr k20,Makanan Ringan,Kue Kering
marjan melon 460ml,Sirop,Minuman Segar
vipco pch 500ml,Bahan Masakan,Minyak Sayur
racik sop,Bahan Masakan,Kaldu & Penyedap
apache filter 12 slp,Rokok,Rokok
cerebrofort mixedfruits 100gr k5,Obat Obatan,Multi Vitamin
sosis sn sapi 22gr,Makanan Instant,Sosis
goodday chococinno 20gr dus,Minuman Dalam Kemasan,Kopi Instant
tauco rengceng,Bahan Masakan,Kaldu & Penyedap
saori asam manis 25ml k10,Bahan Masakan,Aneka Sambal
skm bendera komplet vanila,SKM,Susu
panadol biru @10 tablet,Obat Obatan,Obat Kaplet
mintz duomint k50,Makanan Ringan,Permen
vita jelly anggur 170ml,Makanan Ringan,Agar-Agar
minuman serbuk segar sari susu soda anggur (4slop x 5rtg x 10pc),Minuman Sachet,Minuman Segar
soklin liquid violet 250ml k18,Sabun Cuci Pakaian,Deterjen
kikoya balado 22gr b10,Makanan Ringan,Snack
bukrim oxyklin romantic 750g,Sabun Krim,Sabun Cuci Piring
gatsby thc 70gr,Perawatan Rambut,Minyak Rambut
milo 3in1 sak 10x35g,Minuman Sachet,Minuman Cokelat
lifree light jumbo m20,PRT,Popok Dewasa
mamaqu 100gr jagung manis (10x10),Bahan Masakan,Kaldu & Penyedap
xxxchocolatos wfr cream,Makanan Ringan,Wafer
panadol extra @10 tablet,Obat Obatan,Obat Kaplet
skln pewangi 1xbls 15ml,Sabun Cuci Pakaian,Pengharum
wipol clasic pine btl 800ml k12,Sabun Cuci Lantai,Pembersih Ruangan
permen tolak angin bebas gula 15x5btr,Obat Obatan,Permen Obat
minuman serbuk omura buah rasa apel 7gr (4slop x 6rtg x10pcs),Minuman Sachet,Minuman Segar
nabati rolls keju 43gr,Makanan Ringan,Biskuit
antaka barbekiu 100gr,Bahan Masakan,Kaldu & Penyedap
djisamsu magnum,Rokok,Rokok
gulaku dus 40x500g,Bahan Masakan,Gula
larutan jeruk,Minuman Dalam Kemasan,Minuman Segar
jerigen kosong,PRT,Jerigen
optimus macaroni bbq 22gr b10,Makanan Ringan,Snack
mentos cool gel wtrmelon,Makanan Ringan,Permen
xxsasa tepung pisang,Bahan Makanan,Tepung Bumbu
gs malkist kelapa 36gr k12,Makanan Ringan,Biskuit
soklin lantai kuning 800ml,Sabun Cuci Lantai,Pembersih Ruangan
jelly big cheery oval 50gr (3tpls x 40pcs),Makanan Ringan,Jelly
rinso 1.4 kg,Sabun Cuci Pakaian,Deterjen
terigu segitiga ekonomis 1kg (12),Bahan Makanan,Terigu
mentos mint 135g,Makanan Ringan,Permen
minuman rtd sosro fruit tea guava 350ml (12btl),Minuman Dalam Kemasan,Teh
ciptadent jumbo dus 24x190g,Perawatan Gigi,Pasta Gigi
snack serbuk coklat kapten rasa chocobiz 8gr (12rtgx10pcs),Makanan Ringan,Snack
leanet v-tos kentang 8gr k20,Makanan Ringan,Snack
minuman rtd mizone cherry blossom 500ml (12btl),Minuman Dalam Kemasan,Minuman Segar
larutan cap kaki 3 can 320ml jrk,Minuman Dalam Kemasan,Minuman Segar
madu super az-zikra 500gr,Obat Obatan,Obat Herbal
minuman serbuk omura milky susu rasa strawberry 6gr (4slop x 6rtg x 10pcs),Minuman Sachet,Minuman Segar
minuman rtd pocari sweat kaleng 330ml (24 klg),Minuman Dalam Kemasan,Minuman Segar
gs mlkst dark cklt 18gr,Makanan Ringan,Biskuit
fullo pack 36gr,Makanan Ringan,Wafer
paramex nyeri otot (25str),Obat Obatan,Obat Otot
bening 220 ml,Minuman Dalam Kemasan,Minuman Segar
snack o-ring cup macaroni original 130gr (12cup),Makanan Ringan,Snack
mlb ice burst 20 slp,Rokok,Rokok
pillows durian 7gr k20,Makanan Ringan,Snack
susu jahe anget sari 10x28g,Minuman Sachet,Minuman Segar
pantene anti lepek 12x9ml,Perawatan Rambut,Shampo
total almeera 20ml k12,Sabun Cuci Pakaian,Deterjen
clear shp lemon 10ml r40,Perawatan Rambut,Shampo
gg. surya 16,Rokok,Rokok
minuman serbuk teh sisri extract 8gr (6slop x 12rtg x 10pcs),Minuman Sachet,Minuman Segar
komix kid,Obat Obatan,Obat Cair
nu oceana lemonade 460ml k24,Minuman Dalam Kemasan,Minuman Segar
roma malkist krim keju 120gr b5,Makanan Ringan,Biskuit
sedap ayam bawang 70gr,Makanan Instant,Mie Instant
panda grass 310ml k24,Minuman Dalam Kemasan,Minuman Segar
freshcare green tea 10ml k12,Obat Luar,Minyak Gosok
snack mie kremezz dos jagung bakar 15gr baruuu (6rtg x 10pcs),Makanan Ringan,Snack
esse cafe,Rokok,Rokok
energen vanilla,Minuman Sachet,Sereal
susu ultra 200ml strawberry,Minuman Dalam Kemasan,Susu
jolly coreless @5 b48,PKRT,Tisu
daia softener pink 850gr k12,Sabun Cuci Pakaian,Pengharum
p terigu cakra kembar emas,Bahan Makanan,Terigu
gulaku tebu 1kg,Bahan Masakan,Gula
xxsasa tb seafood,Bahan Makanan,Tepung Bumbu
roma sari gandum biskuit 240gr,Makanan Ringan,Biskuit
tortila jagung bakar 15gr k10,Makanan Ringan,Snack
kapal api mix 25gr k10,Minuman Bubuk,Kopi Instant
minuman rtd big cola 535ml (12btl),Minuman Dalam Kemasan,Soft Drink
lucky strike filter 20,Rokok,Rokok
minuman serbuk top ice strawberry 8gr (6slopx12rtgx10pcs),Minuman Sachet,Minuman Segar
candy blaster neapolitan sak 130gr (24sak),Makanan Ringan,Permen
dk sukro bbq 20gr,Makanan Ringan,Kacang-Kacangan
greenfields full cream 125ml k40,Minuman Dalam Kemasan,Susu
momogi dus 8x20x8g,Makanan Ringan,Snack
ns american so 14gr b18 r72,Minuman Sachet,Minuman Segar
lifebouy coolfresh 100ml,Sabun Mandi,Antiseptik
tomat pe 20x35,PRT,Plastik
daia dus 12x850g,Sabun Cuci Pakaian,Deterjen
snack piatos bbq baruuu 12gr (4slop x 20pcs),Makanan Ringan,Snack
mie telor cap 3 ayam,Makanan Instant,Mie Kering
pantene rambut rontok 12x10ml,Perawatan Rambut,Shampo
minuman rtd tiky jelly drink rasa mangga 180ml (24 cup),Minuman Dalam Kemasan,Minuman Segar
chew2ball momo coklat 8gr b12,Makanan Ringan,Permen
